Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude
Baden-Württemberg,eGermany,2020-03-19T00:00:00,2155,6,0
Bayern,eGermany,2020-03-19T00:00:00,1692,8,0
Berlin,eGermany,2020-03-19T00:00:00,573,0,0
Brandenburg,eGermany,2020-03-19T00:00:00,134,0,0
Bremen,eGermany,2020-03-19T00:00:00,80,0,0
Hamburg,eGermany,2020-03-19T00:00:00,432,0,0
Hessen,eGermany,2020-03-19T00:00:00,432,0,0
Mecklenburg-Vorpommern,eGermany,2020-03-19T00:00:00,98,0,0
Niedersachsen,eGermany,2020-03-19T00:00:00,669,0,0
Nordrhein-Westfalen,eGermany,2020-03-19T00:00:00,3033,6,0
Rheinland-Pfalz,eGermany,2020-03-19T00:00:00,637,0,0
Saarland,eGermany,2020-03-19T00:00:00,99,0,0
Sachsen,eGermany,2020-03-19T00:00:00,275,0,0
Sachsen-Anhalt,eGermany,2020-03-19T00:00:00,140,0,0
SchleswigHolstein,eGermany,2020-03-19T00:00:00,202,0,0
Thüringen,eGermany,2020-03-19T00:00:00,95,0,0
Gesamt,eGermany,2020-03-19T00:00:00,10999,20,0
